配置文件,配置类,配置项名称,字段,默认值,是否运行时加载,是否生效,读取模块,外部引用次数,是否旧版遗留,建议
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,securityGolems.resistance.enabled,VILLAGE_SECURITY_GOLEM_RESISTANCE_ENABLED,true,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,2,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,securityGolems.resistance.level,VILLAGE_SECURITY_GOLEM_RESISTANCE_LEVEL,1,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,2,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,securityGolems.resistance.durationTicks,VILLAGE_SECURITY_GOLEM_RESISTANCE_DURATION_TICKS,1200,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,messages.redeployment,VILLAGE_SECURITY_REDEPLOYMENT_MESSAGES_ENABLED,true,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,messages.combatBuff,VILLAGE_SECURITY_COMBAT_BUFF_MESSAGES_ENABLED,true,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,2,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,victoryOrdinaryGolems.easy,VILLAGE_SECURITY_VICTORY_GOLEMS_EASY,1,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,victoryOrdinaryGolems.normal,VILLAGE_SECURITY_VICTORY_GOLEMS_NORMAL,2,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,victoryOrdinaryGolems.hard,VILLAGE_SECURITY_VICTORY_GOLEMS_HARD,3,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,strictRules.disableOldRegenAbsorption,VILLAGE_SECURITY_DISABLE_OLD_REGEN_ABSORPTION,true,是,有效,com/noah/raidenhancement/villager/VillagerProtectionController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,strictRules.allowPlayerDamageToVillageGolemsDuringRaid,VILLAGE_SECURITY_ALLOW_PLAYER_DAMAGE_TO_VILLAGE_GOLEMS_DURING_RAID,false,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,debug.enabled,VILLAGE_SECURITY_DEBUG_LOGS_ENABLED,false,是,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java；com/noah/raidenhancement/raid/VillageSecurityController.java,2,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,debug.wavePreparation,VILLAGE_SECURITY_DEBUG_WAVE_PREPARATION,false,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,2,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,debug.breach,VILLAGE_SECURITY_DEBUG_BREACH,false,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,2,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,debug.completion,VILLAGE_SECURITY_DEBUG_COMPLETION,false,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,2,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,debug.golemTrim,VILLAGE_SECURITY_DEBUG_GOLEM_TRIM,false,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,debug.timeoutPenalty,VILLAGE_SECURITY_DEBUG_TIMEOUT_PENALTY,false,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,debug.performance,VILLAGE_SECURITY_DEBUG_PERFORMANCE,false,是,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,strictRules.villagerHealthClampEnabled,VILLAGE_SECURITY_VILLAGER_HEALTH_CLAMP_ENABLED,true,是,有效,com/noah/raidenhancement/villager/VillagerProtectionController.java,3,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,strictRules.healthClampDurationTicks,VILLAGE_SECURITY_HEALTH_CLAMP_DURATION_TICKS,24000,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,4,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,strictRules.trimOrdinaryGolemsOnRaidStart,VILLAGE_SECURITY_TRIM_ORDINARY_GOLEMS_ON_RAID_START,true,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,strictRules.keepOrdinaryUnnamedGolems.easy,VILLAGE_SECURITY_KEEP_ORDINARY_GOLEMS_EASY,3,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,strictRules.keepOrdinaryUnnamedGolems.normal,VILLAGE_SECURITY_KEEP_ORDINARY_GOLEMS_NORMAL,2,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,strictRules.keepOrdinaryUnnamedGolems.hard,VILLAGE_SECURITY_KEEP_ORDINARY_GOLEMS_HARD,1,是,有效,com/noah/raidenhancement/raid/VillageSecurityController.java,1,否,保留
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,VILLAGER_PROTECTION_ENABLED,true,否,有效,com/noah/raidenhancement/event/VillagerProtectionEvents.java；com/noah/raidenhancement/villager/VillagerProtectionController.java,4,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,VILLAGER_PROTECTION_DEBUG_COMMANDS_ENABLED,false,否,固定常量且未发现运行时消费者,无外部读取,0,疑似旧版常量/预留,候选废弃或文档化；本版不改
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,VILLAGER_PROTECTION_REFRESH_INTERVAL_TICKS,100,否,有效,com/noah/raidenhancement/villager/VillagerProtectionController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,VILLAGER_PROTECTION_SWEEP_INTERVAL_TICKS,200,否,有效,com/noah/raidenhancement/event/VillagerProtectionEvents.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,VILLAGER_PROTECTION_DEFAULT_DURATION_SECONDS,180,否,固定常量且未发现运行时消费者,无外部读取,0,疑似旧版常量/预留,候选废弃或文档化；本版不改
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,VILLAGER_PROTECTION_DEFAULT_RADIUS,48,否,固定常量且未发现运行时消费者,无外部读取,0,疑似旧版常量/预留,候选废弃或文档化；本版不改
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,VILLAGER_PROTECTION_MAX_RADIUS,128,否,有效,com/noah/raidenhancement/villager/VillagerProtectionController.java,2,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,PROTECTED_VILLAGER_RESISTANCE_AMPLIFIER,4,否,有效,com/noah/raidenhancement/villager/VillagerProtectionController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,PROTECTED_VILLAGER_REGENERATION_AMPLIFIER,2,否,有效,com/noah/raidenhancement/villager/VillagerProtectionController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,PROTECTED_VILLAGER_ABSORPTION_AMPLIFIER,19,否,有效,com/noah/raidenhancement/villager/VillagerProtectionController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,PROTECTED_VILLAGER_EFFECT_DURATION_TICKS,300,否,有效,com/noah/raidenhancement/villager/VillagerProtectionController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,PROTECTED_VILLAGERS_CANCEL_ALL_DAMAGE,true,否,有效,com/noah/raidenhancement/event/VillagerProtectionEvents.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,PROTECTED_VILLAGER_EFFECTS_ENABLED,true,否,有效,com/noah/raidenhancement/villager/VillagerProtectionController.java,4,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,PROTECTED_VILLAGER_REMOVE_EFFECTS_ON_RELEASE,true,否,有效,com/noah/raidenhancement/villager/VillagerProtectionController.java,2,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,AUTO_RAID_VILLAGER_PROTECTION_ENABLED,true,否,有效,com/noah/raidenhancement/villager/RaidAutoVillagerProtector.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,AUTO_RAID_VILLAGER_SCAN_INTERVAL_TICKS,100,否,有效,com/noah/raidenhancement/villager/RaidAutoVillagerProtector.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,AUTO_RAID_VILLAGER_RELEASE_INTERVAL_TICKS,100,否,有效,com/noah/raidenhancement/villager/RaidAutoVillagerProtector.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,AUTO_RAID_VILLAGER_SCAN_RADIUS,96,否,有效,com/noah/raidenhancement/villager/RaidAutoVillagerProtector.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,AUTO_RAID_VILLAGER_PROTECTION_DURATION_TICKS,400,否,有效,com/noah/raidenhancement/villager/RaidAutoVillagerProtector.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,AUTO_RAID_MAX_VILLAGERS_SCANNED_PER_SWEEP,256,否,有效,com/noah/raidenhancement/villager/RaidAutoVillagerProtector.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,AUTO_RAID_RAIDER_FALLBACK_RADIUS,96,否,有效,com/noah/raidenhancement/raid/RaidDetectionHelper.java；com/noah/raidenhancement/raid/RaidExtraWaveController.java；com/noah/raidenhancement/raid/VillageSecurityController.java,6,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_EXPANSION_ENABLED,true,否,有效,com/noah/raidenhancement/event/RaidWaveExpansionEvents.java；com/noah/raidenhancement/raid/RaidWaveExpansionController.java,3,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_EXPANSION_REFRESH_INTERVAL_TICKS,1,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_EXPANSION_POSITION_SAMPLE_RADIUS,64,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java；com/noah/raidenhancement/raid/RaidWaveExpansionController.java,2,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_EXPANSION_MAX_RAIDS_PER_SWEEP,16,否,有效,com/noah/raidenhancement/raid/RaidWaveExpansionController.java,3,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_EXPANSION_CAP_NATIVE_RAID_WAVES,true,否,有效,com/noah/raidenhancement/raid/RaidWaveExpansionController.java,2,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,WAVE_EXPANSION_NATIVE_RAID_SAFE_MAX_WAVES,8,否,固定常量且未发现运行时消费者,无外部读取,0,疑似旧版常量/预留,候选废弃或文档化；本版不改
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,MULTI_SPAWN_POINTS_ENABLED,true,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,EXTRA_WAVE_LAYER_ENABLED,true,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,EXTRA_WAVE_CHECK_INTERVAL_TICKS,1,否,固定常量且未发现运行时消费者,无外部读取,0,疑似旧版常量/预留,候选废弃或文档化；本版不改
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,EXTRA_WAVE_PROCESS_INTERVAL_TICKS,1,否,固定常量且未发现运行时消费者,无外部读取,0,疑似旧版常量/预留,候选废弃或文档化；本版不改
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,EXTRA_WAVE_IDLE_DISCOVERY_INTERVAL_TICKS,20,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,2,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,EXTRA_WAVE_STABLE_DISCOVERY_INTERVAL_TICKS,5,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,EXTRA_WAVE_STARTUP_FAST_DISCOVERY_INTERVAL_TICKS,1,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,EXTRA_WAVE_CONTINUOUS_ASSAULT_DISCOVERY_INTERVAL_TICKS,2,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,EXTRA_WAVE_STARTUP_FAST_DURATION_TICKS,100,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,EXTRA_WAVE_STABLE_PROCESS_INTERVAL_TICKS,5,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,EXTRA_WAVE_CONTINUOUS_ASSAULT_PROCESS_INTERVAL_TICKS,1,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,EXTRA_WAVE_FIRST_DELAY_TICKS,0,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,EXTRA_WAVE_BETWEEN_DELAY_TICKS,140,否,固定常量且未发现运行时消费者,无外部读取,0,疑似旧版常量/预留,候选废弃或文档化；本版不改
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,EXTRA_WAVE_MIN_ACTIVE_TICKS,100,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,EXTRA_WAVE_SCAN_RADIUS,112,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java；com/noah/raidenhancement/raid/VillageSecurityController.java,18,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,EXTRA_WAVE_MAX_ACTIVE_SESSIONS,16,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,EXTRA_WAVE_MAX_MOBS_PER_WAVE,64,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,2,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,EXTRA_WAVE_SPAWN_RING_RADIUS,36,否,固定常量且未发现运行时消费者,无外部读取,0,疑似旧版常量/预留,候选废弃或文档化；本版不改
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,EXTRA_WAVE_CLUSTER_RADIUS,4,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,2,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,EXTRA_WAVE_SPAWN_ANCHOR_RADIUS,56,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,3,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,EXTRA_WAVE_MULTI_SPAWN_POINTS_ENABLED,true,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,EXTRA_WAVE_MULTI_SPAWN_MIN_POINTS,2,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,EXTRA_WAVE_MULTI_SPAWN_MAX_POINTS,6,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,2,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,EXTRA_WAVE_MULTI_SPAWN_MIN_ANCHOR_DISTANCE,18,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,4,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,EXTRA_WAVE_SECONDARY_REINFORCEMENTS_ENABLED,true,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,EXTRA_WAVE_SECONDARY_REINFORCEMENT_SIZE,6,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,NATIVE_WAVE_REINFORCEMENT_POINTS_ENABLED,true,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,NATIVE_WAVE_REINFORCEMENT_MIN_WAVE,1,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,NATIVE_WAVE_REINFORCEMENT_MAX_WAVE,8,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,NATIVE_WAVE_REINFORCEMENT_EASY_MAX_POINTS,0,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,NATIVE_WAVE_REINFORCEMENT_NORMAL_MAX_POINTS,2,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,2,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,NATIVE_WAVE_REINFORCEMENT_HARD_MAX_POINTS,5,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,2,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,NATIVE_WAVE_REINFORCEMENT_WAVE_1_TO_3_SIZE,3,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,NATIVE_WAVE_REINFORCEMENT_WAVE_4_TO_6_SIZE,4,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,NATIVE_WAVE_REINFORCEMENT_WAVE_7_TO_8_SIZE,5,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,EXTRA_WAVE_PREFER_NATIVE_SPAWN_ANCHOR,true,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,3,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,RAID_OMEN_RUNTIME_LEVEL_OFFSET,0,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java；com/noah/raidenhancement/raid/RaidWaveExpansionController.java,2,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,RAID_WAVE_HUD_ENABLED,true,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,RAID_WAVE_HUD_TOP_Y,22,否,固定常量且未发现运行时消费者,无外部读取,0,疑似旧版常量/预留,候选废弃或文档化；本版不改
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,RAID_WAVE_HUD_STALE_TICKS,400,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,3,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,RAID_WAVE_HUD_VISIBLE_RADIUS,128,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,RAID_WAVE_HUD_CLEAR_RADIUS,144,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,2,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,RAID_WAVE_HUD_CLIENT_STALE_TICKS,120,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,3,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,RAID_WAVE_HUD_SELECT_NEAREST_RAID,true,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,RAID_SESSION_LIFECYCLE_PERSISTENCE_ENABLED,true,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,6,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,RAID_SESSION_LIFECYCLE_PERSIST_INTERVAL_TICKS,200,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,1,否（代码常量）,保留；后续决定是否配置化
config/raid_enhancement_patch/village_security.properties + hardcoded raid constants,RaidEnhancementConfig,（非文件配置/代码常量）,RAID_SESSION_LIFECYCLE_RESTORE_TTL_TICKS,24000,否,有效,com/noah/raidenhancement/raid/RaidExtraWaveController.java,2,否（代码常量）,保留；后续决定是否配置化
